Source,source_slug,Opération,Méthode,Endpoint,Paramètre,Emplacement,Type,Obligatoire,Contrôle recommandé,Classe d’accès,Description officielle / synthèse,readonly,supported,sensitive,origin,documentation_url,default,enum,minimum,maximum,pattern
HDX Humanitarian API (HAPI),hdx-hapi,get_population_api_v2_geography_infrastructure_baseline_population_get,GET,/api/v2/geography-infrastructure/baseline-population,limit,query,integer,False,information en lecture seule,information,"Maximum number of records to return. The system will not return more than 10,000 records.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,10000,,0,10000,
HDX Humanitarian API (HAPI),hdx-hapi,get_population_api_v2_geography_infrastructure_baseline_population_get,GET,/api/v2/geography-infrastructure/baseline-population,location_code,query,string,False,information en lecture seule,information,"Filter the response by a location (typically a country). The location codes use the ISO-3 (ISO 3166 alpha-3) codes. See the <a href=""/docs#/Metadata/get_locations_api_v1_metadata_location_get"" target=""_blank"">location endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_population_api_v2_geography_infrastructure_baseline_population_get,GET,/api/v2/geography-infrastructure/baseline-population,location_name,query,string,False,information en lecture seule,information,"Filter the response by a location (typically a country). The location names are based on the ""short name"" from the <a href=""https://unstats.un.org/unsd/methodology/m49/#fn2"">UN M49 Standard</a>. See the <a href=""/docs#/Metadata/get_locations_api_v1_metadata_location_get"" target=""_blank"">location endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_population_api_v2_geography_infrastructure_baseline_population_get,GET,/api/v2/geography-infrastructure/baseline-population,offset,query,integer,False,information en lecture seule,information,Number of records to skip in the response. Use in conjunction with the limit parameter to paginate.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,0,,0,,
HDX Humanitarian API (HAPI),hdx-hapi,get_population_api_v2_geography_infrastructure_baseline_population_get,GET,/api/v2/geography-infrastructure/baseline-population,output_format,query,string,False,information en lecture seule,information,,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,"['csv', 'json']",,,
HDX Humanitarian API (HAPI),hdx-hapi,get_population_api_v2_geography_infrastructure_baseline_population_get,GET,/api/v2/geography-infrastructure/baseline-population,population_max,query,string,False,information en lecture seule,information,Filter the response by a upper bound for the population.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_population_api_v2_geography_infrastructure_baseline_population_get,GET,/api/v2/geography-infrastructure/baseline-population,population_min,query,string,False,information en lecture seule,information,Filter the response by a lower bound for the population.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_population_api_v2_geography_infrastructure_baseline_population_get,GET,/api/v2/geography-infrastructure/baseline-population,start_date,query,string,False,information en lecture seule,information,"Filter entries to include rows where the reference period overlaps with or extends beyond this date, e.g. 2020, 2020-01, 2020-01-01 or 2020-01-01T00:00:00",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,admin1_code,query,string,False,information en lecture seule,information,"Filter the response by the 1st subnational administrative divisions. The admin1 codes refer to the p-codes in the <a href=""https://data.humdata.org/dashboards/cod?"">Common Operational Datasets</a>. See the <a href=""/docs#/Metadata/get_admin1_api_v1_metadata_admin1_get"" target=""_blank"">admin1 endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,admin1_name,query,string,False,information en lecture seule,information,"Filter the response by the 1st subnational administrative divisions. The admin1 names refer to either the <a href=""https://data.humdata.org/dashboards/cod?"">Common Operational Datasets</a> or those provided in the original data source. See the <a href=""/docs#/Metadata/get_admin1_api_v1_metadata_admin1_get"" target=""_blank"">admin1 endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,admin_level,query,string,False,information en lecture seule,information,Filter the response by admin level.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,app_identifier,query,string,True,information en lecture seule,information,"base64 encoded application name and email, as in `base64(""app_name:email"")`. This value can also be passed in the `X-HDX-HAPI-APP-IDENTIFIER` header. See the *encoded_app_identifier* endpoint.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,end_date,query,string,False,information en lecture seule,information,"Filter entries to include rows where the reference period overlaps with or begins prior to this date, e.g. 2020, 2020-01, 2020-01-01, 2020-01-01 or 2020-01-01T23:59:59",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,has_hrp,query,string,False,information en lecture seule,information,Filter the response by the has_hrp flag. The has_hrp flag indicates whether a country has a Humanitarian Response Plan.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,in_gho,query,string,False,information en lecture seule,information,"Filter the response by the in_gho flag. The in_gho flag indicates whether a country is in the <a href=""https://humanitarianaction.info/"">Global Humanitarian Overview</a>.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,limit,query,integer,False,information en lecture seule,information,"Maximum number of records to return. The system will not return more than 10,000 records.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,10000,,0,10000,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,location_code,query,string,False,information en lecture seule,information,"Filter the response by a location (typically a country). The location codes use the ISO-3 (ISO 3166 alpha-3) codes. See the <a href=""/docs#/Metadata/get_locations_api_v1_metadata_location_get"" target=""_blank"">location endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,location_name,query,string,False,information en lecture seule,information,"Filter the response by a location (typically a country). The location names are based on the ""short name"" from the <a href=""https://unstats.un.org/unsd/methodology/m49/#fn2"">UN M49 Standard</a>. See the <a href=""/docs#/Metadata/get_locations_api_v1_metadata_location_get"" target=""_blank"">location endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,mpi_max,query,string,False,information en lecture seule,information,"Multidimensional Poverty Index (MPI), upper bound.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,mpi_min,query,string,False,information en lecture seule,information,"Multidimensional Poverty Index (MPI), lower bound.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,offset,query,integer,False,information en lecture seule,information,Number of records to skip in the response. Use in conjunction with the limit parameter to paginate.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,0,,0,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,output_format,query,string,False,information en lecture seule,information,,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,"['csv', 'json']",,,
HDX Humanitarian API (HAPI),hdx-hapi,get_poverty_rate_api_v2_food_security_nutrition_poverty_poverty_rate_get,GET,/api/v2/food-security-nutrition-poverty/poverty-rate,start_date,query,string,False,information en lecture seule,information,"Filter entries to include rows where the reference period overlaps with or extends beyond this date, e.g. 2020, 2020-01, 2020-01-01 or 2020-01-01T00:00:00",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,admin1_code,query,string,False,information en lecture seule,information,"Filter the response by the 1st subnational administrative divisions. The admin1 codes refer to the p-codes in the <a href=""https://data.humdata.org/dashboards/cod?"">Common Operational Datasets</a>. See the <a href=""/docs#/Metadata/get_admin1_api_v1_metadata_admin1_get"" target=""_blank"">admin1 endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,admin1_name,query,string,False,information en lecture seule,information,"Filter the response by the 1st subnational administrative divisions. The admin1 names refer to either the <a href=""https://data.humdata.org/dashboards/cod?"">Common Operational Datasets</a> or those provided in the original data source. See the <a href=""/docs#/Metadata/get_admin1_api_v1_metadata_admin1_get"" target=""_blank"">admin1 endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,admin2_code,query,string,False,information en lecture seule,information,"Filter the response by the 2nd subnational administrative divisions. The admin2 codes refer to the p-codes in the <a href=""https://data.humdata.org/dashboards/cod?"">Common Operational Datasets</a>. See the <a href=""/docs#/Metadata/get_admin2_api_v1_metadata_admin2_get"" target=""_blank"">admin2 endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,admin2_name,query,string,False,information en lecture seule,information,"Filter the response by the 2nd subnational administrative divisions. The admin2 names refer to either the <a href=""https://data.humdata.org/dashboards/cod?"">Common Operational Datasets</a> or those provided in the original data source. See the <a href=""/docs#/Metadata/get_admin2_api_v1_metadata_admin2_get"" target=""_blank"">admin2 endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,admin_level,query,string,False,information en lecture seule,information,Filter the response by admin level.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,aggregation_period,query,string,False,information en lecture seule,information,"Filter the response by the aggregation period, available values are described <a href=""https://hdx-hapi.readthedocs.io/en/latest/data_usage_guides/enums/#aggregation-period"">here.</a>",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,app_identifier,query,string,True,information en lecture seule,information,"base64 encoded application name and email, as in `base64(""app_name:email"")`. This value can also be passed in the `X-HDX-HAPI-APP-IDENTIFIER` header. See the *encoded_app_identifier* endpoint.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,end_date,query,string,False,information en lecture seule,information,"Filter entries to include rows where the reference period overlaps with or begins prior to this date, e.g. 2020, 2020-01, 2020-01-01, 2020-01-01 or 2020-01-01T23:59:59",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,has_hrp,query,string,False,information en lecture seule,information,Filter the response by the has_hrp flag. The has_hrp flag indicates whether a country has a Humanitarian Response Plan.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,in_gho,query,string,False,information en lecture seule,information,"Filter the response by the in_gho flag. The in_gho flag indicates whether a country is in the <a href=""https://humanitarianaction.info/"">Global Humanitarian Overview</a>.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,limit,query,integer,False,information en lecture seule,information,"Maximum number of records to return. The system will not return more than 10,000 records.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,10000,,0,10000,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,location_code,query,string,False,information en lecture seule,information,"Filter the response by a location (typically a country). The location codes use the ISO-3 (ISO 3166 alpha-3) codes. See the <a href=""/docs#/Metadata/get_locations_api_v1_metadata_location_get"" target=""_blank"">location endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,location_name,query,string,False,information en lecture seule,information,"Filter the response by a location (typically a country). The location names are based on the ""short name"" from the <a href=""https://unstats.un.org/unsd/methodology/m49/#fn2"">UN M49 Standard</a>. See the <a href=""/docs#/Metadata/get_locations_api_v1_metadata_location_get"" target=""_blank"">location endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,offset,query,integer,False,information en lecture seule,information,Number of records to skip in the response. Use in conjunction with the limit parameter to paginate.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,0,,0,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,output_format,query,string,False,information en lecture seule,information,,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,"['csv', 'json']",,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,start_date,query,string,False,information en lecture seule,information,"Filter entries to include rows where the reference period overlaps with or extends beyond this date, e.g. 2020, 2020-01, 2020-01-01 or 2020-01-01T00:00:00",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_rainfall_api_v2_climate_rainfall_get,GET,/api/v2/climate/rainfall,version,query,string,False,information en lecture seule,information,Version rainfall,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,age_range,query,string,False,information en lecture seule,information,"Filter the response by the age range. These are expressed as [start age]-[end age], or [start age]+ for an age range starting at [start age] or above. The end age is assumed to be inclusive, though that is not always explicit in the source data.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,app_identifier,query,string,True,information en lecture seule,information,"base64 encoded application name and email, as in `base64(""app_name:email"")`. This value can also be passed in the `X-HDX-HAPI-APP-IDENTIFIER` header. See the *encoded_app_identifier* endpoint.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,asylum_has_hrp,query,string,False,information en lecture seule,information,Filter the response by the has_hrp flag. The has_hrp flag indicates whether a country has a Humanitarian Response Plan.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,asylum_in_gho,query,string,False,information en lecture seule,information,"Filter the response by the in_gho flag. The in_gho flag indicates whether a country is in the <a href=""https://humanitarianaction.info/"">Global Humanitarian Overview</a>.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,asylum_location_code,query,string,False,information en lecture seule,information,"Filter the response by a location (typically a country). The location codes use the ISO-3 (ISO 3166 alpha-3) codes. See the <a href=""/docs#/Metadata/get_locations_api_v1_metadata_location_get"" target=""_blank"">location endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,asylum_location_name,query,string,False,information en lecture seule,information,"Filter the response by a location (typically a country). The location names are based on the ""short name"" from the <a href=""https://unstats.un.org/unsd/methodology/m49/#fn2"">UN M49 Standard</a>. See the <a href=""/docs#/Metadata/get_locations_api_v1_metadata_location_get"" target=""_blank"">location endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,end_date,query,string,False,information en lecture seule,information,"Filter entries to include rows where the reference period overlaps with or begins prior to this date, e.g. 2020, 2020-01, 2020-01-01, 2020-01-01 or 2020-01-01T23:59:59",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,gender,query,string,False,information en lecture seule,information,"Filter the response by the gender, available values are described <a href=""https://hdx-hapi.readthedocs.io/en/latest/data_usage_guides/enums/#gender"">here.</a>",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,limit,query,integer,False,information en lecture seule,information,"Maximum number of records to return. The system will not return more than 10,000 records.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,10000,,0,10000,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,offset,query,integer,False,information en lecture seule,information,Number of records to skip in the response. Use in conjunction with the limit parameter to paginate.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,0,,0,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,origin_has_hrp,query,string,False,information en lecture seule,information,Filter the response by the has_hrp flag. The has_hrp flag indicates whether a country has a Humanitarian Response Plan.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,origin_in_gho,query,string,False,information en lecture seule,information,"Filter the response by the in_gho flag. The in_gho flag indicates whether a country is in the <a href=""https://humanitarianaction.info/"">Global Humanitarian Overview</a>.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,origin_location_code,query,string,False,information en lecture seule,information,"Filter the response by a location (typically a country). The location codes use the ISO-3 (ISO 3166 alpha-3) codes. See the <a href=""/docs#/Metadata/get_locations_api_v1_metadata_location_get"" target=""_blank"">location endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,origin_location_name,query,string,False,information en lecture seule,information,"Filter the response by a location (typically a country). The location names are based on the ""short name"" from the <a href=""https://unstats.un.org/unsd/methodology/m49/#fn2"">UN M49 Standard</a>. See the <a href=""/docs#/Metadata/get_locations_api_v1_metadata_location_get"" target=""_blank"">location endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,output_format,query,string,False,information en lecture seule,information,,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,"['csv', 'json']",,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,population_group,query,string,False,information en lecture seule,information,"Filter the response by the population group, available values are described <a href=""https://hdx-hapi.readthedocs.io/en/latest/data_usage_guides/enums/#population-group"">here.</a>",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,population_max,query,string,False,information en lecture seule,information,Filter the response by a upper bound for the population.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,population_min,query,string,False,information en lecture seule,information,Filter the response by a lower bound for the population.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_refugees_api_v2_affected_people_refugees_persons_of_concern_get,GET,/api/v2/affected-people/refugees-persons-of-concern,start_date,query,string,False,information en lecture seule,information,"Filter entries to include rows where the reference period overlaps with or extends beyond this date, e.g. 2020, 2020-01, 2020-01-01 or 2020-01-01T00:00:00",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_resources_api_v2_metadata_resource_get,GET,/api/v2/metadata/resource,app_identifier,query,string,True,information en lecture seule,information,"base64 encoded application name and email, as in `base64(""app_name:email"")`. This value can also be passed in the `X-HDX-HAPI-APP-IDENTIFIER` header. See the *encoded_app_identifier* endpoint.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_resources_api_v2_metadata_resource_get,GET,/api/v2/metadata/resource,dataset_hdx_id,query,string,False,information en lecture seule,information,"Filter the response by the dataset ID (dataset_hdx_id), which is a unique and fixed identifier of a dataset on HDX. A URL in the pattern of `https://data.humdata.org/dataset/[dataset_hdx_id]` will load the dataset page on HDX. See the <a href=""/docs#/Metadata/get_dataset_api_v1_metadata_dataset_get"" target=""_blank"">dataset endpoint</a> for details. ",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_resources_api_v2_metadata_resource_get,GET,/api/v2/metadata/resource,dataset_hdx_provider_name,query,string,False,information en lecture seule,information,Filter the response by the display name of the provider (organization) of the dataset on HDX.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_resources_api_v2_metadata_resource_get,GET,/api/v2/metadata/resource,dataset_hdx_provider_stub,query,string,False,information en lecture seule,information,Filter the response by the URL-safe name of the provider (organization) of the dataset on HDX. A URL in the pattern of `https://data.humdata.org/organization/[dataset_hdx_provider_stub]` will load the provider's page on HDX.,True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_resources_api_v2_metadata_resource_get,GET,/api/v2/metadata/resource,dataset_hdx_stub,query,string,False,information en lecture seule,information,"Filter the response by the URL-safe name (dataset_hdx_stub) of the dataset as displayed on HDX. This name is unique but can change. A URL in the pattern of `https://data.humdata.org/dataset/[dataset_hdx_stub]` will load the dataset page on HDX. See the <a href=""/docs#/Metadata/get_dataset_api_v1_metadata_dataset_get"" target=""_blank"">dataset endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_resources_api_v2_metadata_resource_get,GET,/api/v2/metadata/resource,dataset_hdx_title,query,string,False,information en lecture seule,information,"Filter the response by the title of the dataset as it appears in the HDX interface. This name is not unique and can change. See the <a href=""/docs#/Metadata/get_dataset_api_v1_metadata_dataset_get"" target=""_blank"">dataset endpoint</a> for details.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
HDX Humanitarian API (HAPI),hdx-hapi,get_resources_api_v2_metadata_resource_get,GET,/api/v2/metadata/resource,format,query,string,False,information en lecture seule,information,"Filter the response by the format of the resource on HDX. These are typically file formats (i.e. CSV, XLSX), but can also include APIs and web apps.",True,False,False,provider OpenAPI/Swagger,https://hapi.humdata.org/openapi.json,,,,,
