Source,source_slug,Opération,Méthode,Endpoint,Paramètre,Emplacement,Type,Obligatoire,Contrôle recommandé,Classe d’accès,Description officielle / synthèse,readonly,supported,sensitive,origin,documentation_url,default,enum,minimum,maximum,pattern
DHS Program Indicator Data,dhs,Configuration globale HDP,CONFIG,https://api.dhsprogram.com/rest/dhs/indicators,accept_language,configuration globale,string,False,liste de sélection,modifiable,,False,True,False,source_registry:global,https://api.dhsprogram.com/,en,"['en', 'fr', 'es', 'ar', 'zh']",,,
DHS Program Indicator Data,dhs,Configuration globale HDP,CONFIG,https://api.dhsprogram.com/rest/dhs/indicators,api_resource,configuration globale,string,False,information en lecture seule,information,,True,False,False,source_registry:global,https://api.dhsprogram.com/,indicators,['indicators'],,,
DHS Program Indicator Data,dhs,Configuration globale HDP,CONFIG,https://api.dhsprogram.com/rest/dhs/indicators,backoff_seconds,configuration globale,integer,False,champ numérique,modifiable,,False,True,False,source_registry:global,https://api.dhsprogram.com/,2,,1,60,
DHS Program Indicator Data,dhs,Configuration globale HDP,CONFIG,https://api.dhsprogram.com/rest/dhs/indicators,connect_timeout_seconds,configuration globale,integer,False,champ numérique,modifiable,Délai maximal consacré à l’établissement de la connexion HTTPS.,False,True,False,source_registry:global,https://api.dhsprogram.com/,20,,3,60,
DHS Program Indicator Data,dhs,Configuration globale HDP,CONFIG,https://api.dhsprogram.com/rest/dhs/indicators,data_scope,configuration globale,string,False,information en lecture seule,information,Le connecteur n’accède jamais aux microdonnées individuelles.,True,False,False,source_registry:global,https://api.dhsprogram.com/,aggregate_indicators,['aggregate_indicators'],,,
DHS Program Indicator Data,dhs,Configuration globale HDP,CONFIG,https://api.dhsprogram.com/rest/dhs/indicators,enabled,configuration globale,boolean,False,case à cocher,modifiable,,False,True,False,source_registry:global,https://api.dhsprogram.com/,True,,,,
DHS Program Indicator Data,dhs,Configuration globale HDP,CONFIG,https://api.dhsprogram.com/rest/dhs/indicators,max_response_bytes,configuration globale,integer,False,champ numérique,modifiable,"La réponse JSON est refusée au-delà de cette limite, avant décodage.",False,True,False,source_registry:global,https://api.dhsprogram.com/,25000000,,100000,200000000,
DHS Program Indicator Data,dhs,Configuration globale HDP,CONFIG,https://api.dhsprogram.com/rest/dhs/indicators,retry_count,configuration globale,integer,False,champ numérique,modifiable,,False,True,False,source_registry:global,https://api.dhsprogram.com/,2,,0,5,
DHS Program Indicator Data,dhs,Configuration globale HDP,CONFIG,https://api.dhsprogram.com/rest/dhs/indicators,timeout_seconds,configuration globale,integer,False,champ numérique,modifiable,,False,True,False,source_registry:global,https://api.dhsprogram.com/,40,,5,180,
DHS Program Indicator Data,dhs,Configuration globale HDP,CONFIG,https://api.dhsprogram.com/rest/dhs/indicators,user_agent,configuration globale,string,False,champ texte / mots-clés,modifiable,Identifie clairement le client HDP auprès du fournisseur de données.,False,True,False,source_registry:global,https://api.dhsprogram.com/,HDP/6.0.0,,,,
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,auto_download,interface projet,boolean,True,case à cocher,modifiable,,False,True,False,source_registry:project,https://api.dhsprogram.com/,False,,,,
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,breakdown,interface projet,string,False,champ texte / mots-clés,modifiable,,False,True,False,source_registry:project,https://api.dhsprogram.com/,,,,,
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,catalog_page_size,interface projet,integer,False,champ numérique,modifiable,,False,True,False,source_registry:project,https://api.dhsprogram.com/,5000,,100,10000,
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,country_ids,interface projet,array,False,liste / sélection multiple,modifiable,,False,True,False,source_registry:project,https://api.dhsprogram.com/,[],,,,
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,date_from,interface projet,string,False,champ texte / mots-clés,modifiable,Critère commun ISO 8601. Filtré après normalisation si l’API ne l’expose pas nativement.,False,True,False,source_registry:project,https://api.dhsprogram.com/,,,,,^$|^\d{4}-\d{2}-\d{2}$
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,date_to,interface projet,string,False,champ texte / mots-clés,modifiable,Critère commun ISO 8601 inclusif.,False,True,False,source_registry:project,https://api.dhsprogram.com/,,,,,^$|^\d{4}-\d{2}-\d{2}$
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,indicator_ids,interface projet,array,False,liste / sélection multiple,modifiable,,False,True,False,source_registry:project,https://api.dhsprogram.com/,[],,,,
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,location,interface projet,string,False,champ texte / mots-clés,modifiable,"Pays, territoire, zone ou lieu recherché dans les métadonnées normalisées.",False,True,False,source_registry:project,https://api.dhsprogram.com/,,,,,
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,page,interface projet,integer,False,champ numérique,modifiable,,False,True,False,source_registry:project,https://api.dhsprogram.com/,1,,1,10000,
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,query,interface projet,string,True,champ texte / mots-clés,modifiable,Mots-clés transmis ou utilisés pour filtrer le catalogue (2 caractères minimum lors de l’exécution).,False,True,False,source_registry:project,https://api.dhsprogram.com/,,,,,
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,result_limit,interface projet,integer,True,champ numérique,modifiable,,False,True,False,source_registry:project,https://api.dhsprogram.com/,25,,1,100,
DHS Program Indicator Data,dhs,Recherche / paramètres projet HDP,GET,https://api.dhsprogram.com/rest/dhs/indicators,survey_years,interface projet,array,False,liste / sélection multiple,modifiable,,False,True,False,source_registry:project,https://api.dhsprogram.com/,[],,,,
DHS Program Indicator Data,dhs,data,GET,/rest/dhs/data,breakdown,query,string,False,champ texte / mots-clés,modifiable,Requested breakdown.,False,True,False,provider documentation / curated V6 baseline,https://api.dhsprogram.com/,,,,,
DHS Program Indicator Data,dhs,data,GET,/rest/dhs/data,countryIds,query,array/string,False,champ texte / mots-clés,modifiable,Country identifiers.,False,True,False,provider documentation / curated V6 baseline,https://api.dhsprogram.com/,,,,,
DHS Program Indicator Data,dhs,data,GET,/rest/dhs/data,indicatorIds,query,array/string,False,champ texte / mots-clés,modifiable,Indicator identifiers.,False,True,False,provider documentation / curated V6 baseline,https://api.dhsprogram.com/,,,,,
DHS Program Indicator Data,dhs,data,GET,/rest/dhs/data,surveyIds,query,array/string,False,information en lecture seule,information,Survey identifiers.,True,False,False,provider documentation / curated V6 baseline,https://api.dhsprogram.com/,,,,,
DHS Program Indicator Data,dhs,data,GET,/rest/dhs/data,surveyType,query,array/string,False,information en lecture seule,information,Survey type filter.,True,False,False,provider documentation / curated V6 baseline,https://api.dhsprogram.com/,,,,,
DHS Program Indicator Data,dhs,data,GET,/rest/dhs/data,surveyYears,query,array/integer,False,champ texte / mots-clés,modifiable,Survey years.,False,True,False,provider documentation / curated V6 baseline,https://api.dhsprogram.com/,,,,,
DHS Program Indicator Data,dhs,indicators,GET,/rest/dhs/indicators,f,query,string,False,champ texte / mots-clés,modifiable,Response format.,False,True,False,provider documentation / curated V6 baseline,https://api.dhsprogram.com/,,,,,
DHS Program Indicator Data,dhs,indicators,GET,/rest/dhs/indicators,page,query,integer,False,champ numérique,modifiable,Page number.,False,True,False,provider documentation / curated V6 baseline,https://api.dhsprogram.com/,,,,,
DHS Program Indicator Data,dhs,indicators,GET,/rest/dhs/indicators,perpage,query,integer,False,champ numérique,modifiable,Rows per page.,False,True,False,provider documentation / curated V6 baseline,https://api.dhsprogram.com/,,,,,
GDACS,gdacs,Configuration globale HDP,CONFIG,https://www.gdacs.org/gdacsapi/api/events/geteventlist/SEARCH,accept_language,configuration globale,string,False,liste de sélection,modifiable,,False,True,False,source_registry:global,https://www.gdacs.org/gdacsapi/swagger/index.html,en,"['en', 'fr', 'es', 'ar', 'zh']",,,
GDACS,gdacs,Configuration globale HDP,CONFIG,https://www.gdacs.org/gdacsapi/api/events/geteventlist/SEARCH,alerting_policy,configuration globale,string,False,information en lecture seule,information,HDP ne remplace jamais les canaux officiels d’alerte vitale.,True,False,False,source_registry:global,https://www.gdacs.org/gdacsapi/swagger/index.html,analysis_only,['analysis_only'],,,
GDACS,gdacs,Configuration globale HDP,CONFIG,https://www.gdacs.org/gdacsapi/api/events/geteventlist/SEARCH,backoff_seconds,configuration globale,integer,False,champ numérique,modifiable,,False,True,False,source_registry:global,https://www.gdacs.org/gdacsapi/swagger/index.html,2,,1,60,
GDACS,gdacs,Configuration globale HDP,CONFIG,https://www.gdacs.org/gdacsapi/api/events/geteventlist/SEARCH,connect_timeout_seconds,configuration globale,integer,False,champ numérique,modifiable,Délai maximal consacré à l’établissement de la connexion HTTPS.,False,True,False,source_registry:global,https://www.gdacs.org/gdacsapi/swagger/index.html,20,,3,60,
GDACS,gdacs,Configuration globale HDP,CONFIG,https://www.gdacs.org/gdacsapi/api/events/geteventlist/SEARCH,enabled,configuration globale,boolean,False,case à cocher,modifiable,,False,True,False,source_registry:global,https://www.gdacs.org/gdacsapi/swagger/index.html,True,,,,
GDACS,gdacs,Configuration globale HDP,CONFIG,https://www.gdacs.org/gdacsapi/api/events/geteventlist/SEARCH,max_response_bytes,configuration globale,integer,False,champ numérique,modifiable,"La réponse JSON est refusée au-delà de cette limite, avant décodage.",False,True,False,source_registry:global,https://www.gdacs.org/gdacsapi/swagger/index.html,25000000,,100000,200000000,
GDACS,gdacs,Configuration globale HDP,CONFIG,https://www.gdacs.org/gdacsapi/api/events/geteventlist/SEARCH,response_profile,configuration globale,string,False,information en lecture seule,information,,True,False,False,source_registry:global,https://www.gdacs.org/gdacsapi/swagger/index.html,GeoJSON,['GeoJSON'],,,
GDACS,gdacs,Configuration globale HDP,CONFIG,https://www.gdacs.org/gdacsapi/api/events/geteventlist/SEARCH,retry_count,configuration globale,integer,False,champ numérique,modifiable,,False,True,False,source_registry:global,https://www.gdacs.org/gdacsapi/swagger/index.html,2,,0,5,
GDACS,gdacs,Configuration globale HDP,CONFIG,https://www.gdacs.org/gdacsapi/api/events/geteventlist/SEARCH,timeout_seconds,configuration globale,integer,False,champ numérique,modifiable,,False,True,False,source_registry:global,https://www.gdacs.org/gdacsapi/swagger/index.html,40,,5,180,
GDACS,gdacs,Configuration globale HDP,CONFIG,https://www.gdacs.org/gdacsapi/api/events/geteventlist/SEARCH,user_agent,configuration globale,string,False,champ texte / mots-clés,modifiable,Identifie clairement le client HDP auprès du fournisseur de données.,False,True,False,source_registry:global,https://www.gdacs.org/gdacsapi/swagger/index.html,HDP/6.0.0,,,,
GDACS,gdacs,Download the document specified by oid,GET,/api/admin/Documents/download,oid,query,integer,False,information en lecture seule,information,the internal document oid to download,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Download the document specified by oid,GET,/api/admin/Documents/download,type,query,string,False,information en lecture seule,information,the type of document to download: image (Optional: first page document preview  ) or document (Default),True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Documents by GDACS Eventkey,GET,/api/admin/Documents/getdocumentsbyevent,eventid,query,integer,False,information en lecture seule,information,the eventid event keyword,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Documents by GDACS Eventkey,GET,/api/admin/Documents/getdocumentsbyevent,eventtype,query,string,False,information en lecture seule,information,the eventtype event keyword,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Documents by text,GET,/api/admin/Documents/getdocumentsbytext,pageNumber,query,integer,False,information en lecture seule,information,Optional:  the page of recordset,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Documents by text,GET,/api/admin/Documents/getdocumentsbytext,pageSize,query,integer,False,information en lecture seule,information,Optional: the number of record in the page (max 100),True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Documents by text,GET,/api/admin/Documents/getdocumentsbytext,textvalue,query,string,False,information en lecture seule,information,"The text to search to identifiy document (in title,descritpion,Contributors,Authors and Publisher table fields)",True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Emdat all collection data,GET,/api/Emdat/getemdatlist,PageNumber,query,integer,False,information en lecture seule,information,The number of page to show,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Emdat all collection data,GET,/api/Emdat/getemdatlist,PageSize,query,integer,False,information en lecture seule,information,The max element in page (the limit is 100),True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Emdat collection data by event key,GET,/api/Emdat/getemdatbyeventkey,eventid,query,integer,False,information en lecture seule,information,the eventid,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Emdat collection data by event key,GET,/api/Emdat/getemdatbyeventkey,eventtype,query,string,False,information en lecture seule,information,the eventtype,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Emdat data by Iso3,GET,/api/Emdat/getemdatbyiso3,iso3,query,string,False,information en lecture seule,information,the iso3 code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Emdat data by Iso3 list,GET,/api/Emdat/getemdatbyiso3list,iso3list,query,string,False,information en lecture seule,information,the list of iso3 code separated by ;,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Emdat data by disanter number,GET,/api/Emdat/getemdatbydisno,disno,query,string,False,information en lecture seule,information,the disaster number,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,"Get Emmnews collection data by key eventtype,eventid specifying the limit object to return",GET,/api/Emm/getemmnewsbykey,eventid,query,integer,False,information en lecture seule,information,the eventid,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,"Get Emmnews collection data by key eventtype,eventid specifying the limit object to return",GET,/api/Emm/getemmnewsbykey,eventtype,query,string,False,information en lecture seule,information,the eventtype,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,"Get Emmnews collection data by key eventtype,eventid specifying the limit object to return",GET,/api/Emm/getemmnewsbykey,limit,query,integer,False,information en lecture seule,information,the limit of object to return,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Event data specified by eventtype and eventid,GET,/api/Events/geteventdata,eventid,query,integer,False,information en lecture seule,information,the eventid,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Event data specified by eventtype and eventid,GET,/api/Events/geteventdata,eventtype,query,string,False,information en lecture seule,information,the eventtype,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Event data specified by eventtype and eventid,GET,/api/Events/geteventdata,source,query,string,False,information en lecture seule,information,the source to filter episode (cyclone),True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get GTS data by key,GET,/api/Gts/getdatabykey,eventid,query,integer,False,information en lecture seule,information,the eventid,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get GTS data by key,GET,/api/Gts/getdatabykey,eventtype,query,string,False,information en lecture seule,information,the eventtype,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get GTS data by period,GET,/api/Gts/getdatabyperiod,fromdate,query,string,False,information en lecture seule,information,date from for search,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get GTS data by period,GET,/api/Gts/getdatabyperiod,todate,query,string,False,information en lecture seule,information,date to for search,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 0 by Iso3,GET,/api/Administrative/gadm0byiso3,Iso3,query,string,False,information en lecture seule,information,The Iso3 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 1 by Iso3,GET,/api/Administrative/gadm1byiso3,Iso3,query,string,False,information en lecture seule,information,The Iso3 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 2 by GID.1 code of gadm level 1,GET,/api/Administrative/gadm2bygid1,Gid1,query,string,False,information en lecture seule,information,The Gid1 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 2 by Iso3,GET,/api/Administrative/gadm2byiso3,Iso3,query,string,False,information en lecture seule,information,The Iso3 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 3 by GID.1 code of gadm level 1,GET,/api/Administrative/gadm3bygid1,Gid1,query,string,False,information en lecture seule,information,The Gid1 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 3 by GID.2 code of gadm level 2,GET,/api/Administrative/gadm3bygid2,Gid2,query,string,False,information en lecture seule,information,The Gid2 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 3 by Iso3,GET,/api/Administrative/gadm3byiso3,Iso3,query,string,False,information en lecture seule,information,The Iso3 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 4 by GID.1 code of gadm level 1,GET,/api/Administrative/gadm4bygid1,Gid1,query,string,False,information en lecture seule,information,The Gid1 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 4 by GID.2 code of gadm level 2,GET,/api/Administrative/gadm4bygid2,Gid2,query,string,False,information en lecture seule,information,The Gid2 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 4 by GID.3 code of gadm level 3,GET,/api/Administrative/gadm4bygid3,Gid3,query,string,False,information en lecture seule,information,The Gid3 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 4 by Iso3,GET,/api/Administrative/gadm4byiso3,Iso3,query,string,False,information en lecture seule,information,The Iso3 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 5 by GID.1 code of gadm level 1,GET,/api/Administrative/gadm5bygid1,Gid1,query,string,False,information en lecture seule,information,The Gid1 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 5 by GID.3 code of gadm level 2,GET,/api/Administrative/gadm5bygid2,Gid2,query,string,False,information en lecture seule,information,The Gid2 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 5 by GID.3 code of gadm level 3,GET,/api/Administrative/gadm5bygid3,Gid3,query,string,False,information en lecture seule,information,The Gid3 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 5 by GID.4 code of gadm level 4,GET,/api/Administrative/gadm5bygid4,Gid4,query,string,False,information en lecture seule,information,The Gid4 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Gadm at level 5 by Iso3,GET,/api/Administrative/gadm5byiso3,Iso3,query,string,False,information en lecture seule,information,The Iso3 Code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,"Get Nuclear Power Plant by event keys eventtype, eventid and source",GET,/api/Events/getnpp,eventid,query,integer,False,information en lecture seule,information,the eventid,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,"Get Nuclear Power Plant by event keys eventtype, eventid and source",GET,/api/Events/getnpp,eventtype,query,string,False,information en lecture seule,information,the eventtype,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,"Get Nuclear Power Plant by event keys eventtype, eventid and source",GET,/api/Events/getnpp,source,query,string,False,information en lecture seule,information,the source to filter episode (cyclone),True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Seismic activity in a buffer having the radius specified around the volcano position in a period indicated,GET,/api/Volcano/getseismicdata,fromDate,query,string,False,information en lecture seule,information,the search start date to apply at the filter,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Seismic activity in a buffer having the radius specified around the volcano position in a period indicated,GET,/api/Volcano/getseismicdata,radiusKm,query,number,False,information en lecture seule,information,the radius in km to apply at the buffers around the volcano position,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Seismic activity in a buffer having the radius specified around the volcano position in a period indicated,GET,/api/Volcano/getseismicdata,toDate,query,string,False,information en lecture seule,information,the search to date to apply at the filter,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Seismic activity in a buffer having the radius specified around the volcano position in a period indicated,GET,/api/Volcano/getseismicdata,volcanoid,query,integer,False,information en lecture seule,information,the volcano id to consider in the filter area,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Seismic activity in a buffer having the radius specified around the volcano position in a period indicated,GET,/api/Volcano/getseismicdata_area,fromDate,query,string,False,information en lecture seule,information,the search start date to apply at the filter,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Seismic activity in a buffer having the radius specified around the volcano position in a period indicated,GET,/api/Volcano/getseismicdata_area,toDate,query,string,False,information en lecture seule,information,the search to date to apply at the filter,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,"Get Statistic EMM data by key eventtype,eventid",GET,/api/Emm/getemmnewsstatisticbykey,eventid,query,integer,False,information en lecture seule,information,the eventid,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,"Get Statistic EMM data by key eventtype,eventid",GET,/api/Emm/getemmnewsstatisticbykey,eventtype,query,string,False,information en lecture seule,information,the eventtype,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,"Get Statistic EMM data by key eventtype,eventid",GET,/api/Emm/getemmnewsstatisticbykey,keywords,query,string,False,information en lecture seule,information,the keyword for statistic separated by ;,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get The News related to the event indicated by gdacs key,GET,/api/News/getnewsbygdacskey,eventid,query,integer,False,information en lecture seule,information,The eventid,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get The News related to the event indicated by gdacs key,GET,/api/News/getnewsbygdacskey,eventtype,query,string,False,information en lecture seule,information,The eventtype code,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Volacano additional mirova data for te volcano specified volcano position in a period indicated,GET,/api/VolcanoAdditional/getmirovadata,fromDate,query,string,False,information en lecture seule,information,the search start date to apply at the filter,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Volacano additional mirova data for te volcano specified volcano position in a period indicated,GET,/api/VolcanoAdditional/getmirovadata,toDate,query,string,False,information en lecture seule,information,the search to date to apply at the filter,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Volacano additional mirova data for te volcano specified volcano position in a period indicated,GET,/api/VolcanoAdditional/getmirovadata,volcanoid,query,integer,False,information en lecture seule,information,the volcano id to consider in the filter area,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Volacano additional mount data for te volcano specified volcano position in a period indicated,GET,/api/VolcanoAdditional/getmountdata,fromDate,query,string,False,information en lecture seule,information,the search start date to apply at the filter,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Volacano additional mount data for te volcano specified volcano position in a period indicated,GET,/api/VolcanoAdditional/getmountdata,sourcecode,query,string,False,information en lecture seule,information,"the source code of data to extract (""SO2"",""DISP"" [deformation])",True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Volacano additional mount data for te volcano specified volcano position in a period indicated,GET,/api/VolcanoAdditional/getmountdata,toDate,query,string,False,information en lecture seule,information,the search to date to apply at the filter,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
GDACS,gdacs,Get Volacano additional mount data for te volcano specified volcano position in a period indicated,GET,/api/VolcanoAdditional/getmountdata,volcanoid,query,integer,False,information en lecture seule,information,the volcano id to consider in the filter area,True,False,False,provider OpenAPI/Swagger,https://www.gdacs.org/gdacsapi/swagger/v1/swagger.json,,,,,
